Register Address;UnitName;UnitId;FunctionGroup;FunctionNumber;DatapointId;DatapointName;Type;TypeName;Decimal;FunctionGroup name;Function name;Steps;Min. value;Max. value;Writable;unit;Commentary;Text 0;Text 1;Text 2;Text 3;Text 4;Text 5;Text 6;Text 7;Text 8;Text 9;Text 10;Text 11;Text 12;Text 13;Text 14;Text 15;Text 16;Text 17;Text 18;Text 19;Text 20;Text 21;Text 22;Text 23;Text 24;Text 25;Text 26;Text 27;Text 28;Text 29;Text 30;Text 31
24093;HV;518;0;0;29045;Aktiver Fehler 4_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24094;HV;518;0;0;29045;Aktiver Fehler 4_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24095;HV;518;0;0;29045;Aktiver Fehler 4_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24096;HV;518;0;0;29046;Aktiver Fehler 5_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24097;HV;518;0;0;29046;Aktiver Fehler 5_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24098;HV;518;0;0;29046;Aktiver Fehler 5_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24099;HV;518;0;0;29046;Aktiver Fehler 5_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24100;HV;518;0;0;29046;Aktiver Fehler 5_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24101;HV;518;0;0;29046;Aktiver Fehler 5_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24102;HV;518;0;0;29046;Aktiver Fehler 5_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24103;HV;518;0;0;29046;Aktiver Fehler 5_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24104;HV;518;0;0;29046;Aktiver Fehler 5_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24105;HV;519;0;0;29042;Aktiver Fehler 1_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24106;HV;519;0;0;29042;Aktiver Fehler 1_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24107;HV;519;0;0;29042;Aktiver Fehler 1_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24108;HV;519;0;0;29042;Aktiver Fehler 1_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24109;HV;519;0;0;29042;Aktiver Fehler 1_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24110;HV;519;0;0;29042;Aktiver Fehler 1_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24111;HV;519;0;0;29042;Aktiver Fehler 1_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24112;HV;519;0;0;29042;Aktiver Fehler 1_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24113;HV;519;0;0;29042;Aktiver Fehler 1_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24114;HV;519;0;0;29043;Aktiver Fehler 2_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24115;HV;519;0;0;29043;Aktiver Fehler 2_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24116;HV;519;0;0;29043;Aktiver Fehler 2_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24117;HV;519;0;0;29043;Aktiver Fehler 2_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24118;HV;519;0;0;29043;Aktiver Fehler 2_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24119;HV;519;0;0;29043;Aktiver Fehler 2_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24120;HV;519;0;0;29043;Aktiver Fehler 2_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24121;HV;519;0;0;29043;Aktiver Fehler 2_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24122;HV;519;0;0;29043;Aktiver Fehler 2_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24123;HV;519;0;0;29044;Aktiver Fehler 3_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24124;HV;519;0;0;29044;Aktiver Fehler 3_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24125;HV;519;0;0;29044;Aktiver Fehler 3_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24126;HV;519;0;0;29044;Aktiver Fehler 3_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24127;HV;519;0;0;29044;Aktiver Fehler 3_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24128;HV;519;0;0;29044;Aktiver Fehler 3_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24129;HV;519;0;0;29044;Aktiver Fehler 3_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24130;HV;519;0;0;29044;Aktiver Fehler 3_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24131;HV;519;0;0;29044;Aktiver Fehler 3_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24132;HV;519;0;0;29045;Aktiver Fehler 4_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24133;HV;519;0;0;29045;Aktiver Fehler 4_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24134;HV;519;0;0;29045;Aktiver Fehler 4_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24135;HV;519;0;0;29045;Aktiver Fehler 4_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24136;HV;519;0;0;29045;Aktiver Fehler 4_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24137;HV;519;0;0;29045;Aktiver Fehler 4_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24138;HV;519;0;0;29045;Aktiver Fehler 4_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24139;HV;519;0;0;29045;Aktiver Fehler 4_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24140;HV;519;0;0;29045;Aktiver Fehler 4_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24141;HV;519;0;0;29046;Aktiver Fehler 5_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24142;HV;519;0;0;29046;Aktiver Fehler 5_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24143;HV;519;0;0;29046;Aktiver Fehler 5_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24144;HV;519;0;0;29046;Aktiver Fehler 5_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24145;HV;519;0;0;29046;Aktiver Fehler 5_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24146;HV;519;0;0;29046;Aktiver Fehler 5_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24147;HV;519;0;0;29046;Aktiver Fehler 5_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24148;HV;519;0;0;29046;Aktiver Fehler 5_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24149;HV;519;0;0;29046;Aktiver Fehler 5_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24150;HV;520;0;0;29042;Aktiver Fehler 1_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24151;HV;520;0;0;29042;Aktiver Fehler 1_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24152;HV;520;0;0;29042;Aktiver Fehler 1_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24153;HV;520;0;0;29042;Aktiver Fehler 1_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24154;HV;520;0;0;29042;Aktiver Fehler 1_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24155;HV;520;0;0;29042;Aktiver Fehler 1_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24156;HV;520;0;0;29042;Aktiver Fehler 1_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24157;HV;520;0;0;29042;Aktiver Fehler 1_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24158;HV;520;0;0;29042;Aktiver Fehler 1_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24159;HV;520;0;0;29043;Aktiver Fehler 2_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24160;HV;520;0;0;29043;Aktiver Fehler 2_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24161;HV;520;0;0;29043;Aktiver Fehler 2_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24162;HV;520;0;0;29043;Aktiver Fehler 2_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24163;HV;520;0;0;29043;Aktiver Fehler 2_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24164;HV;520;0;0;29043;Aktiver Fehler 2_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24165;HV;520;0;0;29043;Aktiver Fehler 2_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24166;HV;520;0;0;29043;Aktiver Fehler 2_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24167;HV;520;0;0;29043;Aktiver Fehler 2_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24168;HV;520;0;0;29044;Aktiver Fehler 3_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24169;HV;520;0;0;29044;Aktiver Fehler 3_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24170;HV;520;0;0;29044;Aktiver Fehler 3_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24171;HV;520;0;0;29044;Aktiver Fehler 3_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24172;HV;520;0;0;29044;Aktiver Fehler 3_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24173;HV;520;0;0;29044;Aktiver Fehler 3_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24174;HV;520;0;0;29044;Aktiver Fehler 3_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24175;HV;520;0;0;29044;Aktiver Fehler 3_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24176;HV;520;0;0;29044;Aktiver Fehler 3_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24177;HV;520;0;0;29045;Aktiver Fehler 4_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24178;HV;520;0;0;29045;Aktiver Fehler 4_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24179;HV;520;0;0;29045;Aktiver Fehler 4_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24180;HV;520;0;0;29045;Aktiver Fehler 4_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24181;HV;520;0;0;29045;Aktiver Fehler 4_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24182;HV;520;0;0;29045;Aktiver Fehler 4_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24183;HV;520;0;0;29045;Aktiver Fehler 4_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24184;HV;520;0;0;29045;Aktiver Fehler 4_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24185;HV;520;0;0;29045;Aktiver Fehler 4_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24186;HV;520;0;0;29046;Aktiver Fehler 5_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24187;HV;520;0;0;29046;Aktiver Fehler 5_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24188;HV;520;0;0;29046;Aktiver Fehler 5_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24189;HV;520;0;0;29046;Aktiver Fehler 5_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24190;HV;520;0;0;29046;Aktiver Fehler 5_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24191;HV;520;0;0;29046;Aktiver Fehler 5_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24192;HV;520;0;0;29046;Aktiver Fehler 5_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24193;HV;520;0;0;29046;Aktiver Fehler 5_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24194;HV;520;0;0;29046;Aktiver Fehler 5_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24195;HV;521;0;0;29042;Aktiver Fehler 1_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24196;HV;521;0;0;29042;Aktiver Fehler 1_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24197;HV;521;0;0;29042;Aktiver Fehler 1_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24198;HV;521;0;0;29042;Aktiver Fehler 1_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24199;HV;521;0;0;29042;Aktiver Fehler 1_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24200;HV;521;0;0;29042;Aktiver Fehler 1_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24201;HV;521;0;0;29042;Aktiver Fehler 1_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24202;HV;521;0;0;29042;Aktiver Fehler 1_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24203;HV;521;0;0;29042;Aktiver Fehler 1_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24204;HV;521;0;0;29043;Aktiver Fehler 2_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24205;HV;521;0;0;29043;Aktiver Fehler 2_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24206;HV;521;0;0;29043;Aktiver Fehler 2_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24207;HV;521;0;0;29043;Aktiver Fehler 2_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24208;HV;521;0;0;29043;Aktiver Fehler 2_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24209;HV;521;0;0;29043;Aktiver Fehler 2_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24210;HV;521;0;0;29043;Aktiver Fehler 2_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24211;HV;521;0;0;29043;Aktiver Fehler 2_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24212;HV;521;0;0;29043;Aktiver Fehler 2_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24213;HV;521;0;0;29044;Aktiver Fehler 3_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24214;HV;521;0;0;29044;Aktiver Fehler 3_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24215;HV;521;0;0;29044;Aktiver Fehler 3_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24216;HV;521;0;0;29044;Aktiver Fehler 3_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24217;HV;521;0;0;29044;Aktiver Fehler 3_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24218;HV;521;0;0;29044;Aktiver Fehler 3_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24219;HV;521;0;0;29044;Aktiver Fehler 3_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24220;HV;521;0;0;29044;Aktiver Fehler 3_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24221;HV;521;0;0;29044;Aktiver Fehler 3_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24222;HV;521;0;0;29045;Aktiver Fehler 4_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24223;HV;521;0;0;29045;Aktiver Fehler 4_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24224;HV;521;0;0;29045;Aktiver Fehler 4_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24225;HV;521;0;0;29045;Aktiver Fehler 4_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24226;HV;521;0;0;29045;Aktiver Fehler 4_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24227;HV;521;0;0;29045;Aktiver Fehler 4_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24228;HV;521;0;0;29045;Aktiver Fehler 4_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24229;HV;521;0;0;29045;Aktiver Fehler 4_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24230;HV;521;0;0;29045;Aktiver Fehler 4_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24231;HV;521;0;0;29046;Aktiver Fehler 5_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24232;HV;521;0;0;29046;Aktiver Fehler 5_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24233;HV;521;0;0;29046;Aktiver Fehler 5_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24234;HV;521;0;0;29046;Aktiver Fehler 5_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24235;HV;521;0;0;29046;Aktiver Fehler 5_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24236;HV;521;0;0;29046;Aktiver Fehler 5_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24237;HV;521;0;0;29046;Aktiver Fehler 5_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24238;HV;521;0;0;29046;Aktiver Fehler 5_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24239;HV;521;0;0;29046;Aktiver Fehler 5_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24240;HV;522;0;0;29042;Aktiver Fehler 1_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
